C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.NavigationForms\usrIssues.cs(37,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(440,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(446,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(448,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(472,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(498,39): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(504,36): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(509,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(515,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(523,41): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(532,36): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(543,42): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(553,34): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(564,42): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(572,36): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(579,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(586,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(723,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(729,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\AddBooks.cs(731,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(212,4): error CS0104: 'DataTable' is an ambiguous reference between 'System.Data.DataTable' and 'Microsoft.Office.Interop.Excel.DataTable' [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(212,30): error CS0104: 'DataTable' is an ambiguous reference between 'System.Data.DataTable' and 'Microsoft.Office.Interop.Excel.DataTable' [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\libraryManagement.cs(382,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\libraryManagement.cs(694,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\ReturnBooks.cs(400,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\ReturnBooks.cs(639,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(274,3): error CS0104: 'DataTable' is an ambiguous reference between 'System.Data.DataTable' and 'Microsoft.Office.Interop.Excel.DataTable' [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(274,29): error CS0104: 'DataTable' is an ambiguous reference between 'System.Data.DataTable' and 'Microsoft.Office.Interop.Excel.DataTable' [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(431,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(438,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(440,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(440,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(441,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(441,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(442,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(442,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(442,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(449,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(449,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(450,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(450,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(450,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(547,42): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(672,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
